Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
32,Self Enquiry,3,10,Small Business,Male,2,5,Standard,3,Married,2,0,1,1,0,Senior Manager,25400,1
24,Company Invited,2,16,Small Business,Male,2,3,Basic,3,Married,1,0,4,1,1,Executive,17145,0
33,Company Invited,1,7,Salaried,Female,4,5,Basic,4,Divorced,8,0,3,1,1,Executive,21010,0
47,Company Invited,1,35,Salaried,Male,2,3,Standard,4,Married,2,1,3,1,0,Senior Manager,26849,1
47,Self Enquiry,1,11,Salaried,Male,2,3,King,3,Married,5,0,1,1,0,VP,33300,0
58,Self Enquiry,1,29,Salaried,Male,2,3,Basic,3,Married,2,0,3,1,1,Executive,17372,0
30,Company Invited,1,10,Large Business,Male,2,3,Basic,3,Single,1,1,4,1,0,Executive,17285,1
33,Company Invited,3,12,Salaried,Male,3,4,Deluxe,4,Divorced,3,0,3,1,2,Manager,25202,0
33,Self Enquiry,3,14,Small Business,Male,2,3,Deluxe,3,Married,1,0,1,0,0,Manager,22104,0
34,Self Enquiry,3,20,Large Business,Female,2,3,Basic,3,Married,2,1,5,1,0,Executive,17579,0
36,Self Enquiry,1,29,Salaried,Male,3,6,Basic,3,Unmarried,2,0,4,1,2,Executive,22908,0
38,Company Invited,3,16,Large Business,Female,2,3,Deluxe,3,Single,2,1,3,0,1,Manager,20666,0
31,Self Enquiry,1,14,Salaried,Female,2,4,Basic,4,Single,2,0,4,0,1,Executive,16261,1
31,Self Enquiry,3,11,Large Business,Male,2,3,Deluxe,3,Married,2,0,5,0,1,Manager,23346,0
28,Self Enquiry,1,7,Large Business,Male,3,4,Basic,5,Single,7,0,3,1,1,Executive,17080,1
52,Self Enquiry,3,28,Small Business,Male,4,4,Deluxe,3,Unmarried,2,1,5,1,2,Manager,24119,0
51,Self Enquiry,1,10,Salaried,Male,2,3,Basic,3,Married,1,1,1,0,0,Executive,17461,1
36,Self Enquiry,1,22,Salaried,Female,2,1,Basic,5,Single,2,0,2,1,0,Executive,17743,1
33,Self Enquiry,1,27,Small Business,Male,3,1,Basic,4,Married,2,0,1,1,1,Executive,17028,0
28,Company Invited,1,31,Salaried,Male,4,5,Basic,3,Single,3,1,3,1,2,Executive,21212,1
33,Self Enquiry,1,32,Salaried,Male,3,4,Basic,3,Unmarried,3,1,5,1,1,Executive,21473,1
55,Self Enquiry,3,24,Salaried,Female,2,3,Super Deluxe,4,Single,4,0,1,1,0,AVP,31835,0
60,Self Enquiry,3,22,Small Business,Male,2,3,Deluxe,5,Single,1,0,4,1,1,Manager,20405,0
26,Company Invited,1,9,Large Business,Male,3,3,Basic,5,Single,1,0,3,0,1,Executive,18102,1
30,Self Enquiry,1,7,Large Business,Male,3,4,Basic,3,Single,2,0,1,0,1,Executive,20736,1
46,Self Enquiry,3,16,Salaried,Female,3,3,Standard,4,Married,6,0,1,0,2,Senior Manager,22314,1
44,Self Enquiry,1,29,Small Business,Male,3,3,Basic,5,Single,1,0,3,0,2,Executive,33213,1
30,Company Invited,2,14,Salaried,Female,3,4,Basic,3,Married,7,0,5,1,2,Executive,17180,1
34,Company Invited,3,9,Small Business,Fe Male,4,4,Deluxe,4,Unmarried,2,0,1,0,1,Manager,23825,0
44,Company Invited,1,17,Salaried,Female,3,4,Basic,3,Single,2,0,5,0,2,Executive,21133,0
39,Self Enquiry,1,17,Small Business,Female,3,6,Standard,3,Married,5,0,1,1,2,Senior Manager,31884,0
27,Company Invited,2,24,Salaried,Female,3,4,Basic,3,Married,2,1,5,0,2,Executive,21419,1
36,Self Enquiry,1,9,Salaried,Male,3,1,Deluxe,5,Married,7,0,1,1,2,Manager,21842,0
34,Company Invited,1,22,Large Business,Male,2,5,Basic,5,Married,2,1,3,1,0,Executive,17307,1
29,Company Invited,1,30,Salaried,Male,3,4,Basic,3,Single,2,1,3,1,2,Executive,17439,1
43,Self Enquiry,1,9,Salaried,Female,3,4,Deluxe,3,Married,3,0,1,0,1,Manager,22767,0
26,Self Enquiry,1,27,Small Business,Male,2,3,Basic,3,Married,2,0,5,1,1,Executive,17377,1
34,Self Enquiry,1,22,Small Business,Female,4,4,Deluxe,3,Married,2,1,1,1,2,Manager,23556,0
28,Self Enquiry,1,13,Small Business,Female,4,5,Basic,3,Married,2,0,2,1,2,Executive,20865,0
26,Self Enquiry,1,29,Salaried,Female,2,3,Basic,3,Married,2,0,3,0,0,Executive,17886,0
32,Company Invited,1,10,Salaried,Female,3,4,Basic,3,Unmarried,3,0,4,1,2,Executive,22762,1
34,Company Invited,3,25,Small Business,Male,3,1,Deluxe,3,Single,1,1,1,0,0,Manager,20304,1
28,Self Enquiry,1,13,Salaried,Male,3,5,Basic,3,Married,3,0,1,1,2,Executive,21217,0
48,Self Enquiry,3,8,Small Business,Male,2,2,Deluxe,4,Divorced,4,0,3,1,0,Manager,23120,0
28,Company Invited,2,29,Salaried,Female,3,5,Basic,4,Married,3,0,1,1,1,Executive,21541,1
20,Self Enquiry,1,17,Small Business,Female,3,4,Basic,5,Single,2,1,3,1,2,Executive,17600,1
33,Self Enquiry,1,36,Salaried,Female,3,5,Basic,4,Unmarried,3,0,3,1,1,Executive,21515,0
54,Self Enquiry,3,9,Salaried,Female,4,5,Super Deluxe,3,Married,4,0,3,0,1,AVP,34105,0
52,Self Enquiry,1,11,Salaried,Male,3,4,Basic,3,Married,2,1,1,0,1,Executive,21139,1
41,Self Enquiry,3,23,Small Business,Male,4,4,Standard,3,Married,4,0,5,0,2,Senior Manager,22222,1
26,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Married,8,1,5,0,1,Executive,22655,0
29,Company Invited,1,6,Salaried,Male,3,5,Basic,3,Married,2,0,1,0,2,Executive,17720,0
39,Self Enquiry,3,11,Large Business,Male,2,3,Deluxe,3,Divorced,4,0,2,0,1,Manager,17086,1
27,Self Enquiry,3,8,Small Business,Male,2,3,Basic,5,Married,1,0,5,0,1,Executive,18041,1
34,Company Invited,3,12,Small Business,Female,2,5,Basic,3,Married,1,0,4,1,1,Executive,17351,1
29,Self Enquiry,1,31,Small Business,Male,3,4,Basic,4,Married,3,1,1,0,1,Executive,21086,1
40,Self Enquiry,3,11,Salaried,Female,3,5,Deluxe,3,Married,6,0,5,1,2,Manager,24580,0
36,Self Enquiry,1,22,Salaried,Female,2,1,Basic,5,Single,2,0,1,1,0,Executive,17743,1
28,Company Invited,3,6,Salaried,Male,2,4,Deluxe,3,Married,2,1,1,0,0,Manager,21834,0
39,Self Enquiry,1,24,Salaried,Female,4,5,Standard,3,Divorced,2,0,2,0,3,Senior Manager,27501,0
35,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Unmarried,3,0,2,1,2,Executive,23059,0
20,Self Enquiry,3,28,Salaried,Male,3,5,Basic,4,Single,3,1,2,0,2,Executive,20799,1
30,Self Enquiry,1,14,Salaried,Male,3,4,Deluxe,3,Married,3,1,3,0,1,Manager,25301,0
32,Self Enquiry,1,31,Salaried,Male,2,3,Basic,3,Single,2,1,5,1,0,Executive,17795,1
38,Company Invited,3,16,Large Business,Female,2,3,Deluxe,3,Single,2,1,3,0,1,Manager,20666,0
40,Self Enquiry,1,13,Salaried,Male,3,3,Basic,5,Single,4,1,3,0,1,Executive,17166,1
29,Self Enquiry,3,16,Small Business,Male,2,3,Basic,4,Married,2,0,1,1,0,Executive,17297,0
35,Company Invited,3,14,Small Business,Female,3,4,Standard,3,Married,5,1,5,1,2,Senior Manager,25377,0
20,Self Enquiry,3,12,Salaried,Male,4,4,Standard,4,Unmarried,2,1,4,1,1,Senior Manager,21672,1
44,Company Invited,1,14,Small Business,Male,3,2,Basic,3,Married,6,0,4,1,1,Executive,20767,0
46,Self Enquiry,1,15,Salaried,Male,4,4,Deluxe,3,Married,2,0,3,1,1,Manager,22375,0
43,Company Invited,1,6,Salaried,Female,2,3,Deluxe,3,Divorced,5,0,2,1,1,Manager,20562,0
42,Self Enquiry,1,19,Large Business,Female,3,4,King,3,Divorced,3,0,4,1,1,VP,38223,1
48,Self Enquiry,1,6,Salaried,Male,3,4,Standard,3,Single,1,1,5,0,2,Senior Manager,20381,1
27,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,2,1,2,Manager,24506,1
32,Self Enquiry,1,16,Small Business,Male,1,3,Standard,3,Unmarried,3,0,1,0,0,Senior Manager,26244,0
45,Self Enquiry,3,8,Salaried,Male,3,6,Deluxe,4,Single,8,0,3,0,2,Manager,21040,1
35,Self Enquiry,1,9,Small Business,Male,4,2,Basic,3,Married,2,1,1,0,2,Executive,21610,0
25,Self Enquiry,1,7,Small Business,Male,4,4,Basic,3,Divorced,4,1,3,1,3,Executive,20971,1
25,Company Invited,3,30,Salaried,Male,3,5,Basic,3,Single,2,1,1,1,1,Executive,16118,1
36,Self Enquiry,1,12,Salaried,Male,2,5,Basic,3,Married,2,0,2,0,0,Executive,17741,0
32,Self Enquiry,1,16,Salaried,Male,3,4,Standard,4,Married,3,0,3,0,1,Senior Manager,29326,0
41,Company Invited,1,11,Salaried,Male,3,4,Basic,5,Married,7,0,3,1,0,Executive,17107,1
33,Company Invited,1,9,Salaried,Fe Male,3,4,Deluxe,3,Unmarried,6,1,5,1,2,Manager,23676,0
41,Self Enquiry,1,15,Salaried,Female,4,4,Deluxe,5,Married,4,1,1,0,1,Manager,25194,0
53,Self Enquiry,1,18,Salaried,Female,3,4,Deluxe,3,Married,2,0,1,1,1,Manager,21827,0
35,Self Enquiry,1,13,Salaried,Male,3,3,Basic,4,Single,2,1,3,1,1,Executive,20363,1
36,Self Enquiry,1,16,Salaried,Male,4,5,Deluxe,4,Unmarried,2,0,2,1,3,Manager,25218,0
32,Company Invited,1,22,Small Business,Male,4,4,Basic,3,Married,3,0,4,1,1,Executive,21288,1
50,Self Enquiry,1,16,Large Business,Male,3,4,Standard,3,Unmarried,7,0,5,0,2,Senior Manager,25496,0
33,Self Enquiry,1,8,Salaried,Female,2,3,Basic,5,Married,1,0,3,1,1,Executive,17707,1
36,Company Invited,3,6,Small Business,Female,2,3,Deluxe,3,Unmarried,5,0,2,1,1,Manager,21653,0
33,Self Enquiry,3,31,Small Business,Male,2,4,Standard,4,Unmarried,3,1,5,1,0,Senior Manager,23380,1
34,Self Enquiry,3,23,Small Business,Fe Male,4,4,Deluxe,5,Unmarried,7,0,3,1,1,Manager,24002,1
34,Self Enquiry,1,21,Small Business,Male,3,4,Basic,3,Married,7,1,1,1,2,Executive,21114,1
56,Self Enquiry,1,13,Large Business,Male,3,3,Basic,3,Married,1,0,4,1,2,Executive,17339,1
26,Self Enquiry,3,16,Salaried,Male,4,5,Basic,5,Divorced,5,0,1,1,1,Executive,23078,1
32,Self Enquiry,3,20,Small Business,Male,4,5,Deluxe,5,Married,7,1,1,1,1,Manager,20980,1
34,Self Enquiry,1,8,Salaried,Male,3,4,Basic,3,Married,4,0,5,1,2,Executive,17768,0
38,Company Invited,3,16,Small Business,Male,4,4,Standard,4,Married,3,0,2,1,1,Senior Manager,27512,0
41,Self Enquiry,1,7,Salaried,Male,3,4,Basic,4,Divorced,5,0,1,1,2,Executive,21065,0
20,Self Enquiry,1,17,Small Business,Female,3,4,Basic,5,Single,2,1,3,0,1,Executive,17600,1
33,Self Enquiry,1,7,Small Business,Male,3,4,Deluxe,3,Divorced,3,1,4,1,1,Manager,24840,0
41,Company Invited,1,18,Large Business,Female,4,4,Deluxe,3,Married,3,0,3,1,2,Manager,25001,0
23,Company Invited,1,11,Large Business,Male,3,5,Basic,3,Unmarried,7,0,5,1,1,Executive,22572,1
21,Self Enquiry,1,10,Salaried,Male,3,5,Basic,3,Unmarried,3,0,3,0,2,Executive,21711,0
36,Self Enquiry,1,21,Salaried,Male,3,5,Basic,4,Married,3,1,5,1,2,Executive,22421,1
36,Company Invited,3,18,Small Business,Male,3,4,Deluxe,3,Married,3,0,5,1,2,Manager,23646,0
27,Self Enquiry,2,27,Small Business,Female,4,4,Basic,4,Married,2,1,3,0,2,Executive,20826,1
50,Company Invited,1,8,Salaried,Male,3,3,Super Deluxe,5,Married,2,0,5,1,2,AVP,32924,0
25,Company Invited,3,31,Small Business,Male,3,4,Basic,3,Divorced,2,0,4,0,2,Executive,21078,0
37,Self Enquiry,3,7,Salaried,Fe Male,4,4,Deluxe,3,Unmarried,8,0,1,1,2,Manager,25493,0
30,Company Invited,1,21,Salaried,Fe Male,3,4,Standard,3,Unmarried,2,1,5,1,1,Senior Manager,26231,1
33,Self Enquiry,1,7,Salaried,Male,4,4,Basic,5,Unmarried,3,0,2,0,3,Executive,21634,0
38,Self Enquiry,1,13,Small Business,Male,3,2,Deluxe,5,Married,6,1,3,1,2,Manager,24652,0
27,Self Enquiry,1,12,Small Business,Female,3,4,Basic,3,Married,1,0,2,1,1,Executive,17187,0
54,Company Invited,1,17,Small Business,Female,2,3,Super Deluxe,3,Married,4,0,3,1,0,AVP,31032,0
39,Self Enquiry,3,12,Small Business,Male,2,1,Standard,3,Married,3,0,4,1,1,Senior Manager,23237,0
32,Self Enquiry,3,27,Salaried,Female,4,6,Deluxe,3,Divorced,5,1,3,1,1,Manager,23237,1
35,Company Invited,1,17,Small Business,Male,3,4,Standard,5,Divorced,3,1,5,1,1,Senior Manager,24884,0
49,Company Invited,3,14,Small Business,Female,4,4,Basic,3,Married,4,1,4,1,2,Executive,21333,1
60,Self Enquiry,1,10,Small Business,Female,3,2,Basic,5,Married,6,1,1,0,2,Executive,21348,0
31,Company Invited,2,15,Salaried,Female,4,5,Basic,3,Married,8,0,5,1,3,Executive,20858,1
29,Self Enquiry,1,9,Small Business,Male,3,6,Basic,3,Married,7,1,3,1,2,Executive,22142,1
45,Self Enquiry,3,17,Salaried,Female,2,3,Super Deluxe,3,Divorced,4,0,4,1,1,AVP,32650,0
29,Company Invited,1,6,Salaried,Male,3,1,Deluxe,3,Unmarried,1,1,3,0,1,Manager,21294,0
51,Company Invited,1,14,Salaried,Male,2,5,Standard,3,Unmarried,3,0,1,1,0,Senior Manager,25650,1
35,Self Enquiry,1,24,Salaried,Female,3,4,Basic,3,Unmarried,3,1,5,1,1,Executive,23216,1
27,Company Invited,1,14,Small Business,Male,4,4,Basic,3,Single,3,0,4,1,3,Executive,21248,0
40,Self Enquiry,1,31,Salaried,Male,3,4,Deluxe,3,Unmarried,2,0,4,1,1,Manager,22786,0
51,Self Enquiry,3,15,Small Business,Male,3,4,Basic,4,Married,2,0,1,0,2,Executive,22553,0
52,Self Enquiry,3,11,Salaried,Male,3,3,Standard,4,Unmarried,1,1,4,1,1,Senior Manager,23446,1
57,Self Enquiry,1,6,Small Business,Male,2,3,Deluxe,3,Divorced,3,0,3,1,1,Manager,21755,0
37,Self Enquiry,1,8,Salaried,Male,3,4,Basic,3,Single,7,1,3,0,2,Executive,17090,1
46,Self Enquiry,2,31,Small Business,Male,3,4,Basic,4,Single,3,0,4,0,1,Executive,20855,0
40,Self Enquiry,3,14,Salaried,Male,4,4,Basic,3,Married,3,1,1,1,3,Executive,23212,1
39,Self Enquiry,1,6,Small Business,Female,3,3,Basic,3,Married,1,0,3,0,1,Executive,17232,0
44,Self Enquiry,1,15,Salaried,Female,4,4,Deluxe,3,Married,6,1,2,0,1,Manager,23200,0
44,Self Enquiry,1,10,Small Business,Male,2,3,Deluxe,4,Single,1,0,2,1,0,Manager,20933,0
24,Company Invited,1,13,Salaried,Female,2,3,Basic,3,Married,2,1,4,0,0,Executive,17886,1
26,Self Enquiry,2,26,Small Business,Female,3,3,Basic,4,Married,1,1,3,0,1,Executive,17148,1
31,Company Invited,3,33,Small Business,Fe Male,3,5,Deluxe,5,Unmarried,7,0,1,1,2,Manager,25374,1
46,Self Enquiry,1,32,Salaried,Female,4,5,Deluxe,3,Married,2,0,4,0,1,Manager,24584,0
33,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Single,3,0,3,1,2,Executive,20071,1
31,Self Enquiry,3,12,Salaried,Male,3,5,Deluxe,3,Married,5,1,3,0,2,Manager,21172,1
49,Company Invited,1,24,Salaried,Male,3,3,Deluxe,3,Married,2,1,2,0,1,Manager,21804,0
45,Company Invited,1,6,Salaried,Male,3,4,Standard,3,Married,4,0,1,1,2,Senior Manager,25748,0
20,Company Invited,3,7,Large Business,Female,4,6,Basic,5,Single,2,0,3,1,1,Executive,21003,1
33,Self Enquiry,1,32,Salaried,Male,3,4,Basic,3,Unmarried,3,1,5,0,1,Executive,21473,1
54,Self Enquiry,3,8,Salaried,Female,2,4,Standard,3,Married,7,0,5,1,1,Senior Manager,25686,0
32,Self Enquiry,1,18,Salaried,Male,3,4,Basic,3,Married,5,1,3,0,1,Executive,21034,0
34,Company Invited,1,7,Salaried,Female,3,2,Deluxe,4,Married,3,1,3,1,1,Manager,24166,0
27,Self Enquiry,1,12,Small Business,Female,3,4,Basic,3,Married,1,0,1,0,1,Executive,17187,0
37,Self Enquiry,1,22,Salaried,Male,3,4,Deluxe,3,Married,2,0,4,0,2,Manager,23512,1
43,Company Invited,1,33,Salaried,Female,2,3,Standard,5,Divorced,1,0,4,0,0,Senior Manager,25820,0
22,Self Enquiry,3,19,Salaried,Female,3,3,Basic,4,Unmarried,3,0,5,0,2,Executive,21394,1
32,Company Invited,1,7,Salaried,Male,3,6,Deluxe,5,Married,3,0,1,1,2,Manager,23681,0
49,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,3,Divorced,4,0,5,1,1,Manager,22729,0
39,Self Enquiry,1,22,Salaried,Male,4,5,Standard,3,Married,2,1,5,1,2,Senior Manager,30188,0
50,Self Enquiry,1,14,Salaried,Male,3,4,Standard,4,Married,5,0,4,0,2,Senior Manager,29144,0
41,Self Enquiry,1,9,Small Business,Female,4,5,Deluxe,3,Divorced,8,0,5,1,1,Manager,22126,0
34,Self Enquiry,1,16,Small Business,Male,3,4,Basic,3,Married,2,0,1,0,2,Executive,21459,0
39,Self Enquiry,3,30,Small Business,Female,2,4,Super Deluxe,3,Married,1,0,1,1,1,AVP,27031,0
30,Company Invited,1,15,Small Business,Male,3,3,Deluxe,5,Married,2,0,2,0,1,Manager,18072,0
23,Self Enquiry,1,14,Salaried,Male,4,4,Basic,4,Single,3,1,3,1,1,Executive,21150,1
27,Self Enquiry,1,31,Large Business,Male,4,6,Basic,3,Single,3,1,3,1,3,Executive,21018,1
38,Self Enquiry,1,26,Salaried,Male,4,4,Basic,4,Divorced,6,0,4,1,2,Executive,21700,0
31,Self Enquiry,2,16,Salaried,Male,3,4,Deluxe,3,Married,2,1,3,1,2,Manager,25025,0
23,Self Enquiry,1,13,Small Business,Male,4,4,Basic,3,Married,2,0,1,1,2,Executive,21451,0
30,Self Enquiry,1,15,Salaried,Male,4,6,Basic,5,Married,3,1,3,0,2,Executive,20797,1
40,Company Invited,1,9,Salaried,Female,3,5,Basic,5,Unmarried,4,1,3,0,1,Executive,22324,1
38,Self Enquiry,1,16,Small Business,Female,3,3,Deluxe,3,Divorced,4,0,3,1,2,Manager,24824,0
21,Company Invited,3,6,Large Business,Female,3,4,Basic,4,Single,2,1,5,1,2,Executive,17174,1
34,Company Invited,3,12,Small Business,Female,2,5,Basic,3,Married,1,0,4,1,1,Executive,17351,1
38,Self Enquiry,1,21,Salaried,Female,4,4,Basic,5,Married,3,0,4,1,1,Executive,21712,0
46,Company Invited,1,30,Salaried,Male,3,4,Deluxe,5,Divorced,3,1,2,1,1,Manager,22311,0
28,Company Invited,3,6,Large Business,Male,3,3,Basic,3,Divorced,4,0,3,1,0,Executive,17909,1
33,Company Invited,1,9,Salaried,Male,3,3,Basic,5,Single,2,1,5,1,2,Executive,18348,1
49,Self Enquiry,1,14,Salaried,Female,2,3,Standard,4,Married,5,0,4,0,1,Senior Manager,22403,0
19,Company Invited,1,16,Small Business,Female,3,4,Basic,4,Single,2,1,5,1,1,Executive,16859,1
18,Company Invited,1,14,Small Business,Male,3,3,Basic,3,Single,2,0,5,1,0,Executive,16904,1
31,Self Enquiry,1,10,Large Business,Female,3,4,Basic,5,Unmarried,7,1,4,1,2,Executive,21335,1
21,Self Enquiry,1,24,Salaried,Female,3,3,Basic,3,Single,2,0,3,1,2,Executive,17693,1
28,Self Enquiry,3,11,Small Business,Male,3,3,Deluxe,3,Single,2,0,3,1,0,Manager,19908,0
30,Self Enquiry,1,34,Small Business,Female,3,3,Deluxe,3,Married,2,0,3,1,2,Manager,20775,0
49,Self Enquiry,3,17,Small Business,Female,2,3,Standard,3,Married,2,0,4,0,0,Senior Manager,22654,1
44,Self Enquiry,1,6,Small Business,Male,2,3,Basic,3,Single,7,1,4,0,1,Executive,17436,0
53,Self Enquiry,1,8,Large Business,Female,3,4,Standard,3,Married,1,0,5,1,2,Senior Manager,25169,1
37,Self Enquiry,3,10,Salaried,Male,3,5,Standard,3,Divorced,3,1,2,1,1,Senior Manager,29003,1
39,Self Enquiry,1,16,Small Business,Male,2,3,Super Deluxe,5,Divorced,2,1,3,1,1,AVP,32068,0
40,Self Enquiry,1,8,Small Business,Female,2,4,Basic,3,Single,1,1,3,0,0,Executive,17342,0
53,Self Enquiry,3,13,Small Business,Female,3,4,Standard,3,Married,1,1,1,0,1,Senior Manager,25934,0
58,Self Enquiry,1,8,Large Business,Male,2,3,Basic,3,Single,5,0,2,1,1,Executive,17479,1
20,Company Invited,1,17,Small Business,Female,4,5,Basic,4,Single,3,1,5,1,2,Executive,20537,1
21,Company Invited,1,13,Salaried,Female,4,5,Basic,3,Unmarried,3,1,1,0,1,Executive,21604,1
36,Self Enquiry,3,16,Small Business,Male,2,4,Standard,5,Married,1,0,5,0,0,Senior Manager,22094,1
32,Self Enquiry,1,16,Salaried,Male,3,5,Basic,4,Unmarried,2,1,3,1,1,Executive,21335,0
54,Self Enquiry,1,30,Salaried,Female,4,4,Super Deluxe,3,Single,8,0,5,1,2,AVP,32953,0
29,Self Enquiry,1,17,Salaried,Female,3,4,Deluxe,3,Unmarried,5,0,4,1,2,Manager,22338,0
59,Company Invited,1,9,Salaried,Male,3,5,Basic,3,Married,2,1,1,1,1,Executive,21058,1
22,Company Invited,1,17,Salaried,Female,3,5,Basic,3,Unmarried,3,0,4,1,1,Executive,21303,1
29,Self Enquiry,3,16,Small Business,Female,2,4,Deluxe,4,Married,2,1,5,0,1,Manager,23268,0
35,Self Enquiry,3,13,Salaried,Male,3,3,Basic,3,Divorced,2,0,3,1,0,Executive,17404,0
31,Company Invited,3,26,Small Business,Female,2,3,Deluxe,3,Married,2,0,1,1,1,Manager,21932,0
37,Self Enquiry,1,34,Small Business,Male,4,4,Deluxe,3,Divorced,8,0,3,1,1,Manager,23915,0
30,Self Enquiry,1,32,Large Business,Female,4,5,Basic,4,Married,7,0,3,1,3,Executive,21224,1
42,Self Enquiry,1,18,Small Business,Male,2,3,Basic,4,Married,1,0,1,1,1,Executive,17766,0
28,Company Invited,1,7,Large Business,Male,3,5,Deluxe,5,Divorced,7,0,3,0,2,Manager,22976,0
26,Self Enquiry,3,26,Small Business,Male,3,5,Basic,4,Divorced,3,1,2,0,1,Executive,21091,1
51,Company Invited,3,7,Salaried,Male,3,4,Deluxe,3,Unmarried,5,1,1,1,2,Manager,23406,1
36,Self Enquiry,3,22,Small Business,Female,3,4,Deluxe,5,Divorced,5,0,5,1,0,Manager,20647,0
40,Self Enquiry,1,13,Small Business,Male,4,4,Basic,5,Divorced,2,1,2,1,2,Executive,21082,1
43,Self Enquiry,1,14,Small Business,Female,4,2,Deluxe,4,Divorced,8,1,1,0,1,Manager,21050,0
35,Self Enquiry,3,31,Small Business,Female,3,5,Deluxe,4,Unmarried,2,1,5,1,1,Manager,23277,1
37,Company Invited,3,15,Salaried,Male,4,5,Standard,5,Unmarried,3,0,2,0,3,Senior Manager,26265,0
23,Self Enquiry,1,12,Salaried,Male,3,1,Basic,5,Divorced,2,1,3,1,2,Executive,16601,1
35,Self Enquiry,1,15,Salaried,Female,3,4,Standard,3,Married,2,1,4,1,2,Senior Manager,25685,0
37,Self Enquiry,1,22,Salaried,Male,3,4,Deluxe,3,Married,2,0,4,0,2,Manager,23512,1
32,Company Invited,3,27,Small Business,Female,3,4,Deluxe,3,Divorced,3,0,2,1,1,Manager,25610,0
28,Self Enquiry,1,8,Salaried,Male,3,4,Basic,4,Married,1,0,1,0,2,Executive,18201,0
40,Self Enquiry,1,10,Small Business,Female,2,3,King,3,Married,2,0,5,1,1,VP,34033,0
42,Self Enquiry,3,16,Salaried,Male,4,4,Standard,3,Married,5,1,1,0,2,Senior Manager,26867,0
53,Company Invited,3,14,Small Business,Female,4,4,Basic,3,Married,4,1,4,1,3,Executive,27124,1
55,Self Enquiry,1,15,Salaried,Female,3,4,Deluxe,3,Unmarried,2,0,2,1,1,Manager,22458,0
30,Self Enquiry,1,25,Small Business,Male,3,5,Basic,3,Single,3,1,3,0,1,Executive,21067,1
38,Company Invited,1,12,Large Business,Male,3,2,Basic,3,Unmarried,2,0,5,1,1,Executive,22178,0
38,Self Enquiry,3,6,Salaried,Fe Male,2,4,Deluxe,3,Unmarried,5,0,2,1,1,Manager,23686,0
26,Self Enquiry,1,10,Small Business,Male,4,4,Basic,5,Married,7,0,5,1,2,Executive,22709,1
31,Self Enquiry,3,12,Small Business,Male,3,1,Deluxe,3,Married,5,0,5,1,1,Manager,20460,0
36,Self Enquiry,3,7,Small Business,Fe Male,4,4,Deluxe,3,Unmarried,3,0,4,1,1,Manager,23537,0
26,Company Invited,2,23,Salaried,Female,2,3,Basic,3,Married,1,1,5,0,1,Executive,17741,1
52,Company Invited,3,8,Salaried,Male,3,4,King,3,Single,2,1,1,1,0,VP,34068,0
34,Self Enquiry,1,8,Salaried,Male,3,4,Basic,3,Married,4,0,5,1,0,Executive,17768,0
26,Self Enquiry,1,30,Large Business,Male,3,5,Basic,3,Single,2,1,3,0,1,Executive,17340,1
35,Self Enquiry,3,16,Small Business,Male,3,4,Standard,3,Married,6,0,3,1,2,Senior Manager,23168,1
37,Self Enquiry,3,10,Salaried,Male,3,5,Standard,3,Divorced,3,1,2,1,1,Senior Manager,29003,1
37,Self Enquiry,1,6,Salaried,Male,2,4,Deluxe,3,Married,2,0,5,1,1,Manager,20993,0
39,Self Enquiry,1,9,Small Business,Male,3,4,Deluxe,4,Married,6,0,4,0,1,Manager,23533,1
24,Self Enquiry,1,23,Salaried,Female,3,3,Basic,4,Married,2,0,1,1,2,Executive,17210,1
40,Self Enquiry,1,15,Salaried,Male,2,3,Basic,5,Single,4,0,1,1,1,Executive,17018,1
31,Company Invited,1,21,Small Business,Male,3,3,Basic,3,Married,2,0,4,1,0,Executive,17610,1
30,Self Enquiry,3,17,Salaried,Male,4,4,Basic,3,Unmarried,3,0,4,1,1,Executive,21320,0
59,Self Enquiry,3,9,Salaried,Female,2,4,Deluxe,3,Single,6,0,3,0,0,Manager,20171,0
46,Self Enquiry,1,36,Small Business,Male,3,4,Basic,3,Unmarried,7,0,2,1,1,Executive,22130,0
35,Company Invited,3,8,Salaried,Female,3,6,Basic,3,Unmarried,3,0,3,0,2,Executive,23122,1
38,Company Invited,1,8,Salaried,Female,3,1,Deluxe,5,Single,7,1,2,1,2,Manager,20980,0
43,Self Enquiry,1,12,Salaried,Male,2,4,Super Deluxe,3,Married,5,1,3,1,0,AVP,31627,0
35,Company Invited,1,14,Salaried,Male,4,6,Deluxe,3,Unmarried,3,1,5,1,2,Manager,24752,1
33,Self Enquiry,1,21,Small Business,Male,2,3,Standard,3,Married,1,1,5,1,0,Senior Manager,28610,1
